#	Pokémon		Item	Moves				Nature	EVs
									HP	Attack	Defense	Sp. Atk	Sp. Def	Speed
463		Lickilicky	Lax Incense	{MoveID:88s,MovePP:15b}	{MoveID:460s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:184s,MovePP:5b}	Adamant	252	252	-	-	-	-
469		Yanmega	King's Rock	{MoveID:436s,MovePP:10b}	{MoveID:209s,MovePP:15b}	{MoveID:293s,MovePP:5b}	{MoveID:227s,MovePP:15b}	Modest	-	-	-	252	-	252
282		Gardevoir	Babiri Berry	{MoveID:129s,MovePP:10b}	{MoveID:597s,MovePP:15b}	{MoveID:442s,MovePP:5b}	{MoveID:122s,MovePP:15b}	Modest	-	-	-	252	-	252
475		Gallade	Lum Berry	{MoveID:451s,MovePP:20b}	{MoveID:415s,MovePP:5b}	{MoveID:512s,MovePP:10b}	{MoveID:510s,MovePP:15b}	Jolly	-	252	-	-	-	252
103		Exeggutor	Lum Berry	{MoveID:470s,MovePP:15b}	{MoveID:288s,MovePP:15b}	{MoveID:184s,MovePP:5b}	{MoveID:455s,MovePP:5b}	Brave	252	252	-	-	-	-
121		Starmie	King's Rock	{MoveID:104s,MovePP:15b}	{MoveID:129s,MovePP:10b}	{MoveID:122s,MovePP:15b}	{MoveID:105s,MovePP:10b}	Timid	-	-	-	252	-	252
330		Flygon	Lum Berry	{MoveID:58s,MovePP:10b}	{MoveID:296s,MovePP:10b}	{MoveID:260s,MovePP:15b}	{MoveID:286s,MovePP:5b}	Adamant	-	252	-	-	-	252
601		Klinklang	Leftovers	{MoveID:221s,MovePP:10b}	{MoveID:122s,MovePP:15b}	{MoveID:21s,MovePP:10b}	{MoveID:16s,MovePP:10b}	Modest	-	-	-	252	-	252
609		Chandelure	Leftovers	{MoveID:224s,MovePP:20b}	{MoveID:207s,MovePP:15b}	{MoveID:227s,MovePP:15b}	{MoveID:210s,MovePP:10b}	Bold	252	-	-	-	252	-
134		Vaporeon	Expert Belt	{MoveID:104s,MovePP:15b}	{MoveID:105s,MovePP:10b}	{MoveID:227s,MovePP:15b}	{MoveID:381s,MovePP:15b}	Modest	252	-	-	252	-	-
135		Jolteon	Razor Fang	{MoveID:122s,MovePP:15b}	{MoveID:57s,MovePP:5b}	{MoveID:373s,MovePP:20b}	{MoveID:381s,MovePP:15b}	Timid	-	-	-	252	-	252
136		Flareon	White Herb	{MoveID:95s,MovePP:25b}	{MoveID:342s,MovePP:5b}	{MoveID:59s,MovePP:5b}	{MoveID:48s,MovePP:15b}	Adamant	-	252	-	-	252	-
196		Espeon	Expert Belt	{MoveID:129s,MovePP:10b}	{MoveID:227s,MovePP:15b}	{MoveID:381s,MovePP:15b}	{MoveID:567s,MovePP:10b}	Timid	-	-	-	252	-	252
197		Umbreon	Chesto Berry	{MoveID:232s,MovePP:10b}	{MoveID:257s,MovePP:5b}	{MoveID:268s,MovePP:10b}	{MoveID:29s,MovePP:10b}	Careful	252	-	252	-	-	-
470		Leafeon	Quick Claw	{MoveID:400s,MovePP:15b}	{MoveID:435s,MovePP:15b}	{MoveID:203s,MovePP:20b}	{MoveID:293s,MovePP:5b}	Adamant	-	252	252	-	-	-
471		Glaceon	Bright Powder	{MoveID:106s,MovePP:5b}	{MoveID:227s,MovePP:15b}	{MoveID:381s,MovePP:15b}	{MoveID:293s,MovePP:5b}	Modest	-	-	252	252	-	-
448		Lucario	Weakness Policy	{MoveID:432s,MovePP:20b}	{MoveID:437s,MovePP:10b}	{MoveID:286s,MovePP:5b}	{MoveID:319s,MovePP:5b}	Hardy	-	170	-	170	-	170
450		Hippowdon	Chesto Berry	{MoveID:232s,MovePP:10b}	{MoveID:29s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:260s,MovePP:15b}	Sassy	252	-	-	-	252	-
476		Probopass	Life Orb	{MoveID:221s,MovePP:10b}	{MoveID:439s,MovePP:20b}	{MoveID:266s,MovePP:10b}	{MoveID:122s,MovePP:15b}	Modest	-	-	-	252	252	-
477		Dusknoir	Lum Berry	{MoveID:559s,MovePP:30b}	{MoveID:307s,MovePP:20b}	{MoveID:270s,MovePP:5b}	{MoveID:455s,MovePP:5b}	Relaxed	252	-	-	-	252	-
620		Mienshao	Muscle Band	{MoveID:278s,MovePP:10b}	{MoveID:324s,MovePP:10b}	{MoveID:168s,MovePP:10b}	{MoveID:486s,MovePP:10b}	Impish	252	252	-	-	-	-
614		Beartic	Assault Vest	{MoveID:292s,MovePP:15b}	{MoveID:555s,MovePP:10b}	{MoveID:187s,MovePP:10b}	{MoveID:201s,MovePP:15b}	Jolly	-	252	-	-	-	252
626		Bouffalant	Life Orb	{MoveID:58s,MovePP:10b}	{MoveID:542s,MovePP:15b}	{MoveID:268s,MovePP:10b}	{MoveID:21s,MovePP:10b}	Adamant	252	252	-	-	-	-
306		Aggron	Shuca Berry	{MoveID:414s,MovePP:10b}	{MoveID:225s,MovePP:5b}	{MoveID:58s,MovePP:10b}	{MoveID:208s,MovePP:15b}	Brave	-	252	-	-	252	-
365		Walrein	Lax Incense	{MoveID:385s,MovePP:5b}	{MoveID:126s,MovePP:5b}	{MoveID:29s,MovePP:10b}	{MoveID:304s,MovePP:10b}	Bold	-	-	252	-	252	-
473		Mamoswine	Life Orb	{MoveID:58s,MovePP:10b}	{MoveID:450s,MovePP:15b}	{MoveID:12s,MovePP:15b}	{MoveID:286s,MovePP:5b}	Adamant	252	252	-	-	-	-
131		Lapras	Chesto Berry	{MoveID:291s,MovePP:5b}	{MoveID:29s,MovePP:10b}	{MoveID:88s,MovePP:15b}	{MoveID:389s,MovePP:5b}	Impish	-	-	252	-	252	-
169		Crobat	Wide Lens	{MoveID:130s,MovePP:20b}	{MoveID:203s,MovePP:20b}	{MoveID:462s,MovePP:20b}	{MoveID:225s,MovePP:5b}	Jolly	-	252	-	-	-	252
462		Magnezone	Assault Vest	{MoveID:122s,MovePP:15b}	{MoveID:221s,MovePP:10b}	{MoveID:191s,MovePP:10b}	{MoveID:524s,MovePP:20b}	Modest	-	-	-	252	252	-
464		Rhyperior	Wide Lens	{MoveID:187s,MovePP:10b}	{MoveID:409s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:21s,MovePP:10b}	Brave	252	252	-	-	-	-
465		Tan{MoveID:11s,MovePP:20b}	Lax Incense	{MoveID:460s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:203s,MovePP:20b}	{MoveID:201s,MovePP:15b}	Adamant	-	252	252	-	-	-
474		Porygon-Z	Sitrus Berry	{MoveID:191s,MovePP:10b}	{MoveID:122s,MovePP:15b}	{MoveID:227s,MovePP:15b}	{MoveID:139s,MovePP:10b}	Timid	-	-	-	252	-	252
584		Vanilluxe	Maranga Berry	{MoveID:225s,MovePP:5b}	{MoveID:105s,MovePP:10b}	{MoveID:182s,MovePP:20b}	{MoveID:318s,MovePP:20b}	Calm	252	-	-	-	252	-
604		Eelektross	Leftovers	{MoveID:229s,MovePP:10b}	{MoveID:36s,MovePP:20b}	{MoveID:51s,MovePP:15b}	{MoveID:21s,MovePP:10b}	Bold	252	-	-	-	252	-
130		Gyarados	Chesto Berry	{MoveID:401s,MovePP:20b}	{MoveID:214s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:29s,MovePP:10b}	Careful	252	-	-	-	252	-
143		Snorlax	Assault Vest	{MoveID:88s,MovePP:15b}	{MoveID:610s,MovePP:20b}	{MoveID:58s,MovePP:10b}	{MoveID:260s,MovePP:15b}	Careful	252	-	-	-	252	-
230		Kingdra	White Herb	{MoveID:456s,MovePP:5b}	{MoveID:104s,MovePP:15b}	{MoveID:106s,MovePP:5b}	{MoveID:21s,MovePP:10b}	Modest	170	-	-	170	-	170
242		Blissey	Chople Berry	{MoveID:16s,MovePP:10b}	{MoveID:141s,MovePP:10b}	{MoveID:265s,MovePP:10b}	{MoveID:167s,MovePP:10b}	Bold	-	-	252	-	252	-
350		Milotic	Leftovers	{MoveID:105s,MovePP:10b}	{MoveID:29s,MovePP:10b}	{MoveID:304s,MovePP:10b}	{MoveID:104s,MovePP:15b}	Impish	252	-	-	-	252	-
466		Electivire	Shuca Berry	{MoveID:68s,MovePP:15b}	{MoveID:31s,MovePP:15b}	{MoveID:67s,MovePP:15b}	{MoveID:58s,MovePP:10b}	Jolly	-	252	-	-	-	252
467		Magmortar	White Herb	{MoveID:205s,MovePP:5b}	{MoveID:129s,MovePP:10b}	{MoveID:442s,MovePP:5b}	{MoveID:21s,MovePP:10b}	Timid	-	-	-	252	-	252
612		Haxorus	Yache Berry	{MoveID:401s,MovePP:20b}	{MoveID:55s,MovePP:15b}	{MoveID:222s,MovePP:10b}	{MoveID:58s,MovePP:10b}	Jolly	-	252	-	-	-	252
468		Togekiss	Expert Belt	{MoveID:432s,MovePP:20b}	{MoveID:209s,MovePP:15b}	{MoveID:210s,MovePP:10b}	{MoveID:567s,MovePP:10b}	Modest	-	-	-	252	-	252
637		Volcarona	Leftovers	{MoveID:541s,MovePP:10b}	{MoveID:494s,MovePP:20b}	{MoveID:436s,MovePP:10b}	{MoveID:210s,MovePP:10b}	Bold	252	-	252	-	-	-
59		Arcanine	Sitrus Berry	{MoveID:415s,MovePP:5b}	{MoveID:211s,MovePP:15b}	{MoveID:260s,MovePP:15b}	{MoveID:319s,MovePP:5b}	Jolly	-	252	-	-	-	252
567		Archeops	Sitrus Berry	{MoveID:187s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:203s,MovePP:20b}	{MoveID:21s,MovePP:10b}	Jolly	-	252	-	-	-	252
149		Dragonite	Snowball	{MoveID:438s,MovePP:10b}	{MoveID:312s,MovePP:15b}	{MoveID:319s,MovePP:5b}	{MoveID:31s,MovePP:15b}	Adamant	-	252	-	-	-	252
248		Tyranitar	Focus Sash	{MoveID:187s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:342s,MovePP:5b}	{MoveID:222s,MovePP:10b}	Brave	252	252	-	-	-	-
373		Salamence	Lum Berry	{MoveID:296s,MovePP:10b}	{MoveID:260s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:288s,MovePP:15b}	Jolly	-	252	-	-	-	252
376		Metagross	{MoveID:16s,MovePP:10b} Orb	{MoveID:337s,MovePP:10b}	{MoveID:370s,MovePP:10b}	{MoveID:21s,MovePP:10b}	{MoveID:58s,MovePP:10b}	Careful	252	-	-	-	252	-
445		Garchomp	Focus Sash	{MoveID:35s,MovePP:20b}	{MoveID:286s,MovePP:5b}	{MoveID:58s,MovePP:10b}	{MoveID:55s,MovePP:15b}	Jolly	-	252	-	-	-	252
635		Hydreigon	Roseli Berry	{MoveID:438s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:260s,MovePP:15b}	{MoveID:222s,MovePP:10b}	Jolly	-	252	-	-	-	252
289		Slaking	Life Orb	{MoveID:25s,MovePP:20b}	{MoveID:434s,MovePP:15b}	{MoveID:463s,MovePP:5b}	{MoveID:203s,MovePP:20b}	Jolly	-	252	-	-	-	252
144		Articuno	Icy Rock	{MoveID:220s,MovePP:10b}	{MoveID:106s,MovePP:5b}	{MoveID:75s,MovePP:15b}	{MoveID:405s,MovePP:10b}	Modest	252	-	-	252	-	-
145		Zapdos	Magnet	{MoveID:122s,MovePP:15b}	{MoveID:381s,MovePP:15b}	{MoveID:249s,MovePP:25b}	{MoveID:320s,MovePP:5b}	Timid	-	-	-	252	-	252
146		Moltres	White Herb	{MoveID:205s,MovePP:5b}	{MoveID:209s,MovePP:15b}	{MoveID:412s,MovePP:15b}	{MoveID:207s,MovePP:15b}	Modest	-	-	-	252	-	252
243		Raikou	Shuca Berry	{MoveID:122s,MovePP:15b}	{MoveID:524s,MovePP:20b}	{MoveID:227s,MovePP:15b}	{MoveID:383s,MovePP:20b}	Timid	-	-	-	252	-	252
244		Entei	Focus Sash	{MoveID:205s,MovePP:5b}	{MoveID:204s,MovePP:20b}	{MoveID:48s,MovePP:15b}	{MoveID:286s,MovePP:5b}	Lonely	-	252	-	-	-	252
245		Suicune	Chesto Berry	{MoveID:224s,MovePP:20b}	{MoveID:104s,MovePP:15b}	{MoveID:105s,MovePP:10b}	{MoveID:29s,MovePP:10b}	Bold	252	-	252	-	-	-
377		Regirock	Leftovers	{MoveID:267s,MovePP:10b}	{MoveID:232s,MovePP:10b}	{MoveID:187s,MovePP:10b}	{MoveID:440s,MovePP:10b}	Careful	252	-	-	-	252	-
378		Regice	Sitrus Berry	{MoveID:122s,MovePP:15b}	{MoveID:105s,MovePP:10b}	{MoveID:442s,MovePP:5b}	{MoveID:16s,MovePP:10b}	Modest	252	-	-	252	-	-
379		Registeel	Chesto Berry	{MoveID:232s,MovePP:10b}	{MoveID:165s,MovePP:20b}	{MoveID:464s,MovePP:15b}	{MoveID:29s,MovePP:10b}	Careful	252	-	-	-	252	-
638		Cobalion	Chesto Berry	{MoveID:442s,MovePP:5b}	{MoveID:221s,MovePP:10b}	{MoveID:224s,MovePP:20b}	{MoveID:29s,MovePP:10b}	Bold	252	-	-	-	252	-
639		Terrakion	Expert Belt	{MoveID:415s,MovePP:5b}	{MoveID:58s,MovePP:10b}	{MoveID:286s,MovePP:5b}	{MoveID:203s,MovePP:20b}	Jolly	-	252	-	-	-	252
640		Virizion	Salac Berry	{MoveID:532s,MovePP:15b}	{MoveID:400s,MovePP:15b}	{MoveID:225s,MovePP:5b}	{MoveID:286s,MovePP:5b}	Jolly	-	252	-	-	-	252
641		Tornadus	Life Orb	{MoveID:541s,MovePP:10b}	{MoveID:36s,MovePP:20b}	{MoveID:442s,MovePP:5b}	{MoveID:269s,MovePP:15b}	Timid	-	-	-	252	-	252
642		Thundurus	Chesto Berry	{MoveID:122s,MovePP:15b}	{MoveID:21s,MovePP:10b}	{MoveID:16s,MovePP:10b}	{MoveID:29s,MovePP:10b}	Bold	252	-	-	-	252	-
380		Latias	Lax Incense	{MoveID:224s,MovePP:20b}	{MoveID:359s,MovePP:5b}	{MoveID:437s,MovePP:10b}	{MoveID:139s,MovePP:10b}	Bold	252	-	252	-	-	-
381		Latios	Lax Incense	{MoveID:224s,MovePP:20b}	{MoveID:358s,MovePP:5b}	{MoveID:437s,MovePP:10b}	{MoveID:139s,MovePP:10b}	Bold	252	-	252	-	-	-
485		Heatran	Focus Sash	{MoveID:458s,MovePP:15b}	{MoveID:266s,MovePP:10b}	{MoveID:221s,MovePP:10b}	{MoveID:269s,MovePP:15b}	Modest	252	-	-	252	-	-
488		Cresselia	Chesto Berry	{MoveID:224s,MovePP:20b}	{MoveID:129s,MovePP:10b}	{MoveID:227s,MovePP:15b}	{MoveID:29s,MovePP:10b}	Bold	252	-	252	-	-	-
645		Landorus	Apicot Berry	{MoveID:29s,MovePP:10b}	{MoveID:304s,MovePP:10b}	{MoveID:284s,MovePP:15b}	{MoveID:126s,MovePP:5b}	Careful	-	-	252	-	252	-
486		Regigigas	Bright Powder	{MoveID:142s,MovePP:10b}	{MoveID:26s,MovePP:15b}	{MoveID:440s,MovePP:10b}	{MoveID:268s,MovePP:10b}	Adamant	252	252	-	-	-	-
144		Articuno	Lum Berry	{MoveID:385s,MovePP:5b}	{MoveID:198s,MovePP:5b}	{MoveID:448s,MovePP:30b}	{MoveID:105s,MovePP:10b}	Bold	252	-	-	-	252	-
145		Zapdos	Bright Powder	{MoveID:229s,MovePP:10b}	{MoveID:210s,MovePP:10b}	{MoveID:26s,MovePP:15b}	{MoveID:405s,MovePP:10b}	Bold	252	-	-	-	252	-
146		Moltres	Power Herb	{MoveID:204s,MovePP:20b}	{MoveID:175s,MovePP:5b}	{MoveID:203s,MovePP:20b}	{MoveID:158s,MovePP:5b}	Naughty	-	252	-	-	-	252
243		Raikou	Leftovers	{MoveID:229s,MovePP:10b}	{MoveID:430s,MovePP:10b}	{MoveID:224s,MovePP:20b}	{MoveID:227s,MovePP:15b}	Timid	-	-	252	-	-	252
244		Entei	Chesto Berry	{MoveID:224s,MovePP:20b}	{MoveID:207s,MovePP:15b}	{MoveID:51s,MovePP:15b}	{MoveID:29s,MovePP:10b}	Bold	170	-	170	-	170	-
245		Suicune	Sitrus Berry	{MoveID:103s,MovePP:5b}	{MoveID:105s,MovePP:10b}	{MoveID:227s,MovePP:15b}	{MoveID:318s,MovePP:20b}	Modest	252	-	-	252	-	-
377		Regirock	Custap Berry	{MoveID:286s,MovePP:5b}	{MoveID:440s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:184s,MovePP:5b}	Adamant	252	252	-	-	-	-
378		Regice	Chesto Berry	{MoveID:122s,MovePP:15b}	{MoveID:292s,MovePP:15b}	{MoveID:105s,MovePP:10b}	{MoveID:29s,MovePP:10b}	Timid	170	-	170	-	-	170
379		Registeel	King's Rock	{MoveID:281s,MovePP:20b}	{MoveID:58s,MovePP:10b}	{MoveID:464s,MovePP:15b}	{MoveID:68s,MovePP:15b}	Jolly	-	252	-	-	-	252
638		Cobalion	Maranga Berry	{MoveID:414s,MovePP:10b}	{MoveID:532s,MovePP:15b}	{MoveID:133s,MovePP:30b}	{MoveID:464s,MovePP:15b}	Brave	252	252	-	-	-	-
639		Terrakion	Choice Scarf	{MoveID:532s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:286s,MovePP:5b}	{MoveID:203s,MovePP:20b}	Adamant	-	252	-	-	-	252
640		Virizion	Sitrus Berry	{MoveID:33s,MovePP:10b}	{MoveID:442s,MovePP:5b}	{MoveID:224s,MovePP:20b}	{MoveID:16s,MovePP:10b}	Timid	-	-	252	-	-	252
641		Tornadus	Yache Berry	{MoveID:38s,MovePP:10b}	{MoveID:26s,MovePP:15b}	{MoveID:442s,MovePP:5b}	{MoveID:541s,MovePP:10b}	Modest	252	-	-	252	-	-
642		Thundurus	Choice Specs	{MoveID:122s,MovePP:15b}	{MoveID:269s,MovePP:15b}	{MoveID:442s,MovePP:5b}	{MoveID:36s,MovePP:20b}	Timid	-	-	-	252	-	252
380		Latias	White Herb	{MoveID:456s,MovePP:5b}	{MoveID:124s,MovePP:10b}	{MoveID:129s,MovePP:10b}	{MoveID:359s,MovePP:5b}	Timid	-	-	-	252	-	252
381		Latios	White Herb	{MoveID:456s,MovePP:5b}	{MoveID:122s,MovePP:15b}	{MoveID:129s,MovePP:10b}	{MoveID:21s,MovePP:10b}	Timid	-	-	-	252	-	252
485		Heatran	White Herb	{MoveID:205s,MovePP:5b}	{MoveID:207s,MovePP:15b}	{MoveID:221s,MovePP:10b}	{MoveID:21s,MovePP:10b}	Modest	252	-	-	252	-	-
488		Cresselia	Leftovers	{MoveID:26s,MovePP:15b}	{MoveID:275s,MovePP:5b}	{MoveID:16s,MovePP:10b}	{MoveID:21s,MovePP:10b}	Bold	252	-	-	-	252	-
645		Landorus	Choice Scarf	{MoveID:266s,MovePP:10b}	{MoveID:383s,MovePP:20b}	{MoveID:442s,MovePP:5b}	{MoveID:36s,MovePP:20b}	Modest	-	-	-	252	-	252
486		Regigigas	Zoom Lens	{MoveID:124s,MovePP:10b}	{MoveID:16s,MovePP:10b}	{MoveID:442s,MovePP:5b}	{MoveID:142s,MovePP:10b}	Quiet	252	-	-	252	-	-
144		Articuno	Charti Berry	{MoveID:525s,MovePP:10b}	{MoveID:147s,MovePP:20b}	{MoveID:303s,MovePP:25b}	{MoveID:254s,MovePP:20b}	Jolly	-	252	-	-	-	252
145		Zapdos	Petaya Berry	{MoveID:124s,MovePP:10b}	{MoveID:20s,MovePP:30b}	{MoveID:216s,MovePP:5b}	{MoveID:111s,MovePP:20b}	Naive	-	-	-	252	-	252
146		Moltres	Heat Rock	{MoveID:19s,MovePP:5b}	{MoveID:24s,MovePP:10b}	{MoveID:51s,MovePP:15b}	{MoveID:209s,MovePP:15b}	Timid	-	-	-	252	-	252
243		Raikou	Air Balloon	{MoveID:122s,MovePP:15b}	{MoveID:524s,MovePP:20b}	{MoveID:227s,MovePP:15b}	{MoveID:21s,MovePP:10b}	Timid	-	-	-	252	-	252
244		Entei	Choice Scarf	{MoveID:348s,MovePP:5b}	{MoveID:210s,MovePP:10b}	{MoveID:383s,MovePP:20b}	{MoveID:24s,MovePP:10b}	Timid	-	-	-	252	-	252
245		Suicune	Leftovers	{MoveID:104s,MovePP:15b}	{MoveID:106s,MovePP:5b}	{MoveID:224s,MovePP:20b}	{MoveID:21s,MovePP:10b}	Bold	252	-	252	-	-	-
377		Regirock	Luminous Moss	{MoveID:67s,MovePP:15b}	{MoveID:187s,MovePP:10b}	{MoveID:440s,MovePP:10b}	{MoveID:58s,MovePP:10b}	Adamant	252	252	-	-	-	-
378		Regice	Leftovers	{MoveID:229s,MovePP:10b}	{MoveID:105s,MovePP:10b}	{MoveID:165s,MovePP:20b}	{MoveID:21s,MovePP:10b}	Bold	252	-	252	-	-	-
379		Registeel	Leftovers	{MoveID:165s,MovePP:20b}	{MoveID:215s,MovePP:15b}	{MoveID:229s,MovePP:10b}	{MoveID:221s,MovePP:10b}	Bold	252	-	-	-	252	-
638		Cobalion	Lax Incense	{MoveID:37s,MovePP:15b}	{MoveID:38s,MovePP:10b}	{MoveID:230s,MovePP:10b}	{MoveID:464s,MovePP:15b}	Jolly	-	252	-	-	-	252
639		Terrakion	Sitrus Berry	{MoveID:35s,MovePP:20b}	{MoveID:532s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:187s,MovePP:10b}	Jolly	-	252	-	-	-	252
640		Virizion	Coba Berry	{MoveID:400s,MovePP:15b}	{MoveID:286s,MovePP:5b}	{MoveID:532s,MovePP:15b}	{MoveID:21s,MovePP:10b}	Jolly	-	252	-	-	-	252
641		Tornadus	Chesto Berry	{MoveID:29s,MovePP:10b}	{MoveID:209s,MovePP:15b}	{MoveID:269s,MovePP:15b}	{MoveID:442s,MovePP:5b}	Bold	252	-	-	-	252	-
642		Thundurus	Sitrus Berry	{MoveID:263s,MovePP:15b}	{MoveID:254s,MovePP:20b}	{MoveID:260s,MovePP:15b}	{MoveID:513s,MovePP:10b}	Jolly	-	252	-	-	-	252
380		Latias	Choice Specs	{MoveID:456s,MovePP:5b}	{MoveID:122s,MovePP:15b}	{MoveID:129s,MovePP:10b}	{MoveID:337s,MovePP:10b}	Timid	-	-	-	252	-	252
381		Latios	Choice Specs	{MoveID:456s,MovePP:5b}	{MoveID:124s,MovePP:10b}	{MoveID:129s,MovePP:10b}	{MoveID:33s,MovePP:10b}	Timid	-	-	-	252	-	252
485		Heatran	Shuca Berry	{MoveID:19s,MovePP:5b}	{MoveID:158s,MovePP:5b}	{MoveID:24s,MovePP:10b}	{MoveID:266s,MovePP:10b}	Modest	252	-	-	252	-	-
488		Cresselia	Lum Berry	{MoveID:292s,MovePP:15b}	{MoveID:505s,MovePP:15b}	{MoveID:336s,MovePP:20b}	{MoveID:37s,MovePP:15b}	Bold	252	-	-	-	252	-
645		Landorus	Smooth Rock	{MoveID:267s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:187s,MovePP:10b}	{MoveID:21s,MovePP:10b}	Jolly	-	252	-	-	-	252
486		Regigigas	Leftovers	{MoveID:142s,MovePP:10b}	{MoveID:440s,MovePP:10b}	{MoveID:123s,MovePP:20b}	{MoveID:187s,MovePP:10b}	Adamant	252	252	-	-	-	-
144		Articuno	Leftovers	{MoveID:412s,MovePP:15b}	{MoveID:106s,MovePP:5b}	{MoveID:513s,MovePP:10b}	{MoveID:21s,MovePP:10b}	Modest	-	-	-	252	-	252
145		Zapdos	Lum Berry	{MoveID:122s,MovePP:15b}	{MoveID:524s,MovePP:20b}	{MoveID:210s,MovePP:10b}	{MoveID:293s,MovePP:5b}	Timid	-	-	-	252	-	252
146		Moltres	Charcoal	{MoveID:210s,MovePP:10b}	{MoveID:206s,MovePP:15b}	{MoveID:209s,MovePP:15b}	{MoveID:21s,MovePP:10b}	Timid	-	-	-	252	-	252
243		Raikou	Air Balloon	{MoveID:124s,MovePP:10b}	{MoveID:457s,MovePP:15b}	{MoveID:147s,MovePP:20b}	{MoveID:383s,MovePP:20b}	Timid	-	-	-	252	-	252
244		Entei	Life Orb	{MoveID:116s,MovePP:5b}	{MoveID:464s,MovePP:15b}	{MoveID:286s,MovePP:5b}	{MoveID:21s,MovePP:10b}	Adamant	252	252	-	-	-	-
245		Suicune	Lum Berry	{MoveID:292s,MovePP:15b}	{MoveID:104s,MovePP:15b}	{MoveID:106s,MovePP:5b}	{MoveID:21s,MovePP:10b}	Timid	-	-	-	252	-	252
377		Regirock	Sitrus Berry	{MoveID:281s,MovePP:20b}	{MoveID:187s,MovePP:10b}	{MoveID:342s,MovePP:5b}	{MoveID:184s,MovePP:5b}	Jolly	-	252	-	-	-	252
378		Regice	Zoom Lens	{MoveID:124s,MovePP:10b}	{MoveID:106s,MovePP:5b}	{MoveID:442s,MovePP:5b}	{MoveID:123s,MovePP:20b}	Impish	252	-	-	-	252	-
379		Registeel	Leftovers	{MoveID:16s,MovePP:10b}	{MoveID:26s,MovePP:15b}	{MoveID:58s,MovePP:10b}	{MoveID:21s,MovePP:10b}	Adamant	252	252	-	-	-	-
638		Cobalion	Life Orb	{MoveID:464s,MovePP:15b}	{MoveID:415s,MovePP:5b}	{MoveID:509s,MovePP:15b}	{MoveID:21s,MovePP:10b}	Jolly	-	252	-	-	-	252
639		Terrakion	King's Rock	{MoveID:60s,MovePP:20b}	{MoveID:187s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:532s,MovePP:15b}	Jolly	-	252	-	-	-	252
640		Virizion	Chesto Berry	{MoveID:400s,MovePP:15b}	{MoveID:35s,MovePP:20b}	{MoveID:532s,MovePP:15b}	{MoveID:29s,MovePP:10b}	Impish	252	-	252	-	-	-
641		Tornadus	Damp Rock	{MoveID:541s,MovePP:10b}	{MoveID:442s,MovePP:5b}	{MoveID:225s,MovePP:5b}	{MoveID:216s,MovePP:5b}	Timid	-	-	-	252	-	252
642		Thundurus	Magnet	{MoveID:457s,MovePP:15b}	{MoveID:442s,MovePP:5b}	{MoveID:524s,MovePP:20b}	{MoveID:225s,MovePP:5b}	Timid	-	-	-	252	-	252
380		Latias	Life Orb	{MoveID:456s,MovePP:5b}	{MoveID:58s,MovePP:10b}	{MoveID:54s,MovePP:15b}	{MoveID:55s,MovePP:15b}	Adamant	-	252	-	-	-	252
381		Latios	Life Orb	{MoveID:456s,MovePP:5b}	{MoveID:58s,MovePP:10b}	{MoveID:401s,MovePP:20b}	{MoveID:296s,MovePP:10b}	Adamant	-	252	-	-	-	252
485		Heatran	Choice Scarf	{MoveID:481s,MovePP:5b}	{MoveID:266s,MovePP:10b}	{MoveID:437s,MovePP:10b}	{MoveID:221s,MovePP:10b}	Timid	-	-	-	252	-	252
488		Cresselia	Iron Ball	{MoveID:129s,MovePP:10b}	{MoveID:337s,MovePP:10b}	{MoveID:597s,MovePP:15b}	{MoveID:455s,MovePP:5b}	Quiet	-	-	252	252	-	-
645		Landorus	White Herb	{MoveID:409s,MovePP:10b}	{MoveID:58s,MovePP:10b}	{MoveID:184s,MovePP:5b}	{MoveID:254s,MovePP:20b}	Adamant	-	252	252	-	-	-
486		Regigigas	Leftovers	{MoveID:486s,MovePP:10b}	{MoveID:26s,MovePP:15b}	{MoveID:142s,MovePP:10b}	{MoveID:16s,MovePP:10b}	Careful	252	-	252	-	-	-
